,date,ch.kof.stringency.ag.stringency_plus,ch.kof.stringency.ai.stringency_plus,ch.kof.stringency.ar.stringency_plus,ch.kof.stringency.be.stringency_plus,ch.kof.stringency.bl.stringency_plus,ch.kof.stringency.bs.stringency_plus,ch.kof.stringency.ch.stringency_plus,ch.kof.stringency.fr.stringency_plus,ch.kof.stringency.ge.stringency_plus,ch.kof.stringency.gl.stringency_plus,ch.kof.stringency.gr.stringency_plus,ch.kof.stringency.ju.stringency_plus,ch.kof.stringency.lu.stringency_plus,ch.kof.stringency.ne.stringency_plus,ch.kof.stringency.nw.stringency_plus,ch.kof.stringency.ow.stringency_plus,ch.kof.stringency.sg.stringency_plus,ch.kof.stringency.sh.stringency_plus,ch.kof.stringency.so.stringency_plus,ch.kof.stringency.sz.stringency_plus,ch.kof.stringency.tg.stringency_plus,ch.kof.stringency.ti.stringency_plus,ch.kof.stringency.ur.stringency_plus,ch.kof.stringency.vd.stringency_plus,ch.kof.stringency.vs.stringency_plus,ch.kof.stringency.zg.stringency_plus,ch.kof.stringency.zh.stringency_plus
17,2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2020-02-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
58,2020-02-28,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
59,2020-02-29,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
60,2020-03-01,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
61,2020-03-02,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
62,2020-03-03,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
63,2020-03-04,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
64,2020-03-05,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
65,2020-03-06,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
66,2020-03-07,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
67,2020-03-08,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
68,2020-03-09,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
69,2020-03-10,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
70,2020-03-11,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
71,2020-03-12,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
72,2020-03-13,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5
73,2020-03-14,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5
74,2020-03-15,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5
75,2020-03-16,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5
76,2020-03-17,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588
77,2020-03-18,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588,65.83333588
78,2020-03-19,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
79,2020-03-20,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
80,2020-03-21,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
81,2020-03-22,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
82,2020-03-23,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
83,2020-03-24,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
84,2020-03-25,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
85,2020-03-26,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
86,2020-03-27,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
87,2020-03-28,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
88,2020-03-29,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
89,2020-03-30,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
90,2020-03-31,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
91,2020-04-01,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588,70.83333588
92,2020-04-02,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
93,2020-04-03,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
94,2020-04-04,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
95,2020-04-05,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
96,2020-04-06,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
97,2020-04-07,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
98,2020-04-08,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
