,importances_mean,importances_std
retail_and_recreation_percent_change_from_baseline_weekMean_2,0.5006109870026378,0.024477050799395335
kofStrigency sumtotal,0.49841634333937035,0.05794617685460065
Cases inz_entries 20 - 39_weekMean_1,0.49161523988626143,0.024263297707737132
Penalties_weekMean_2,0.4880692597669416,0.02982276080202133
Hosp inzsumTotal male_weekMean_0,0.4846603105653003,0.02022511683766699
Sport/Wellness facilities_weekMean_0,0.467812666160399,0.018000828238909517
Cases inzsumTotal male_weekMean_2,0.4675795007587453,0.020476164518993017
case_inzsumTotal_weekMean_2,0.46660833230237275,0.011440261455168068
AtLeastOneDosePersons per100PersonsTotal_weekMean_1,0.4653687325449333,0.0355998080478134
test_inz_entries_weekMean_1,0.46496808651001376,0.010052746039496166
prct_B.1.526_weekMean_1,0.45866347567411836,0.08219683878267127
Hosp inzsumTotal male_weekMean_2,0.4560579819178002,0.024770393597925246
Cases inzsumTotal 60+_weekMean_0,0.4537395467012722,0.009429369278203892
Cases inzsumTotal male_weekMean_1,0.45348084442056447,0.013087624294632573
Hosp inzsumTotal male_weekMean_1,0.44555362382667807,0.016996771114296268
Homeworking_futureWeekMean_0,0.43675831386021213,0.03936415935263874
Death inzsumTotal 20 - 39_weekMean_0,0.435955808490435,0.02242240693725628
Sport/Wellness facilities_weekMean_1,0.4352960612253362,0.026253939834739143
Shops/Markets_weekMean_0,0.43157872408226866,0.05033151893913051
parks_percent_change_from_baseline_7dayAverage_weekMean_0,0.4222008245010585,0.04795255761465098
Restaurants_weekMean_0,0.4198227895238006,0.020455525119773405
Cases inz_entries 20 - 39_weekMean_2,0.4144950846134819,0.019858764825997154
transit_stations_percent_change_from_baseline_weekMean_0,0.4010189046114284,0.04276338592970003
test_inz_entries_7dayAverage_weekMean_1,0.4003353992883724,0.015485655935640382
Cases inzsumTotal 60+_weekMean_2,0.39296009238518154,0.010397754273439629
Hosp inzsumTotal 0 - 19_weekMean_0,0.39242795753993176,0.04977207370242247
Cases inz_entries 0 - 19_weekMean_2,0.3882887313308103,0.07041605073434176
residential_percent_change_from_baseline_weekMean_1,0.38678782583889626,0.01962664353112058
"Upper secondary school, vocational schools and higher education_weekMean_2",0.3826565806756442,0.02937322279780106
parks_percent_change_from_baseline_7dayAverage_weekMean_2,0.3820612740323874,0.04877987808193537
Hosp inzsumTotal 0 - 19_weekMean_1,0.3791399603584068,0.047037488551424436
Hosp inzsumTotal 0 - 19_weekMean_2,0.37821601600338395,0.03596616330395594
Hosp inz_entries 20 - 39_weekMean_2,0.37532337322389464,0.0267829525512214
transit_stations_percent_change_from_baseline_7dayAverage_last_0,0.37290732288617645,0.043081680666094434
case_inzsumTotal_weekMean_1,0.3718312553960992,0.007494398791340102
ICU_NonCovid19Patients_inz_weekMean_0,0.36917188289673175,0.02539937033499401
test_inz_entries_7dayAverage_weekMean_2,0.3530323367877159,0.00892957784057846
Hosp inz_entries 20 - 39_weekMean_1,0.3497594951619362,0.03886017652528979
prct_B.1.617.1_weekMean_2,0.3470045454739882,0.04402000099656563
Gatherings/private events_weekMean_0,0.3460929891169876,0.01574933516462109
retail_and_recreation_percent_change_from_baseline_7dayAverage_weekMean_2,0.3445654239294676,0.01903861893937691
ICU_FreeCapacity_inz_weekMean_0,0.3341489272618873,0.05157521411839083
transit_stations_percent_change_from_baseline_7dayAverage_shortTrend_0,0.32598746369148585,0.03137912036137827
test_inz_entries_weekMean_2,0.3099685401608042,0.011616810345407083
Cases inzsumTotal male_weekMean_0,0.3017916573989744,0.01750179365280034
"Cultural, entertainment and recreational facilities_weekMean_1",0.30167746736675627,0.007340154958449678
Demonstrations_futureWeekMean_0,0.28978960186323377,0.00597453749201309
workplaces_percent_change_from_baseline_7dayAverage_range_2,0.28929179312405323,0.04087516712867595
Discos/Nightclubs_weekMean_1,0.2861564348328791,0.020484640095444075
R_error_weekMean_0,0.28442676883502144,0.06795391800393874
Demonstrations_weekMean_0,0.28417647122694234,0.01738883438233852
Total_NonCovid19Patients_inz_weekMean_0,0.2799365658001761,0.04043702569753183
6+PersonHouseholds_perc,0.27667009297085554,0.04532104095518092
ICU_Covid19Patients_inz_weekMean_2,0.27442791879659156,0.03976815904856755
ICU_NonCovid19Patients_inz_weekMean_1,0.2727251592672104,0.017230376020503004
R_error_weekMean_1,0.27185449728747313,0.016935694560635706
Cases inzsumTotal female_weekMean_2,0.2695440410603737,0.00901949282389111
case_inzsumTotal_weekMean_0,0.26901738662925395,0.009712401702000734
Total_Capacity_inz_weekMean_0,0.2630847324258241,0.037570530889730405
isHoliday_weekMean_0,0.26052153553924173,0.044547232903295764
parks_percent_change_from_baseline_weekMean_1,0.2597118367403354,0.029175105131372343
Restaurants_weekMean_2,0.25766237983806517,0.041570734369559194
Hosp inzsumTotal 60+_weekMean_2,0.2575674319203003,0.01992497855608487
Primary (includes kindergarten) and lower secondary school_futureWeekMean_0,0.2528038868042984,0.017600716293182554
Religious services_weekMean_1,0.25244376910022054,0.009513264427451543
Penalties_weekMean_0,0.2467843397608341,0.03200005296486525
Total_AllPatients_inz_weekMean_0,0.24455074916952668,0.035479863554195246
Religious services_weekMean_0,0.24353159161590837,0.017934162660987796
clouds_weekMean_1,0.24112674476644075,0.020358436891887346
Cases inz_entries male_weekMean_1,0.24088546465028032,0.01744458497135625
Cases inz_entries 60+_weekMean_2,0.23988445929761112,0.02878765574576168
Hosp inz_entries 20 - 39_weekMean_0,0.23921639784327126,0.05959758576084276
COVID19FullyVaccPersons per100PersonsTotal_weekMean_1,0.2381897898054504,0.01817396199848508
kofStrigency_futureWeekMean_0,0.23732994675957642,0.04350080569685533
Sport activities_weekMean_2,0.23537551797625297,0.018604478799798464
temp_max_futureWeekMean_0,0.23515945599085555,0.06063978229295906
Cases inzsumTotal 40 - 59_weekMean_1,0.23453406156555373,0.01245790477601659
Death inzsumTotal 20 - 39_weekMean_1,0.23048773505938341,0.01729782963968551
death_inz_entries_7dayAverage_median_0,0.22591217534561422,0.013155900700240112
Events_weekMean_0,0.2239512523229557,0.025871147214553684
parks_percent_change_from_baseline_7dayAverage_weekMean_1,0.22329855864902867,0.025676731109497686
Discos/Nightclubs_weekMean_2,0.2209906544646806,0.027892098362096614
Total_Covid19Patients_inz_weekMean_2,0.2163440550112668,0.05489641422802436
hosp_inzsumTotal_weekMean_1,0.2140332203991015,0.011460881552984995
Total_AllPatients_inz_weekMean_1,0.21225086428084552,0.033342762919553695
Death inzsumTotal 0 - 19_weekMean_0,0.21130360605903106,0.02727102120173018
intervistaMob_weekMean_1,0.21113686163149198,0.025719808931726203
Cases inzsumTotal female_weekMean_0,0.21096777080525655,0.00730956356796706
Universities and other educational establishments_futureWeekMean_0,0.21061160969284387,0.02999795499849491
Events_futureWeekMean_0,0.2051343809883548,0.031557193993558816
workplaces_percent_change_from_baseline_7dayAverage_shortTrend_2,0.20132774702622241,0.030900560512401108
Hosp inzsumTotal 20 - 39_weekMean_0,0.1982772991663687,0.040886789282288616
residential_percent_change_from_baseline_7dayAverage_weekMean_2,0.19821098101428306,0.010058596048978118
prct_B.1.617.1_weekMean_1,0.19769532854023736,0.014191995841710221
Total_Capacity_inz_weekMean_2,0.19625498933612207,0.021351991621290874
AtLeastOneDosePersons per100PersonsTotal_weekMean_0,0.19145986551865804,0.03496729442949772
transit_stations_percent_change_from_baseline_7dayAverage_range_1,0.19010364501624152,0.005512187803632893
Total_Capacity_inz_weekMean_1,0.1899299066343076,0.027163426339177257
prct_B.1.526_weekMean_2,0.18944072260689637,0.015611909909561817
Mountain railways_weekMean_2,0.18748145501890007,0.01741766878825391
temp_min_futureWeekMean_0,0.18615219445241493,0.034506880251572225
case_inz_entries_7dayAverage_last_2,0.1859186157062048,0.015819574873768432
clouds_weekMean_2,0.18303253502858752,0.019906978862718007
Cases inz_entries 40 - 59_weekMean_1,0.1829422552309275,0.012577199415008584
Hosp inzsumTotal 60+_weekMean_0,0.1823322635455277,0.022857381783409545
Penalties_weekMean_1,0.18162952639021981,0.02745925561193801
Cases inzsumTotal female_weekMean_1,0.1815728632266307,0.01468627072889377
Total_AllPatients_inz_weekMean_2,0.17983048020026118,0.03300386253423097
clouds_future_day_0,0.1769162303996538,0.058920928492780106
transit_stations_percent_change_from_baseline_7dayAverage_longtermTrend,0.17644483252677007,0.012317901144975406
Total_NonCovid19Patients_inz_weekMean_2,0.17251202770963162,0.030279350359479318
Hosp inzsumTotal 40 - 59_weekMean_1,0.17194371184891466,0.02103094996785852
Hosp inzsumTotal 60+_weekMean_1,0.17154728768649505,0.018024565667822064
precipitation_futureWeekMean_0,0.17153931075350642,0.010251279529384138
Cases inzsumTotal 0 - 19_weekMean_0,0.17115112674846814,0.03053588157284301
Cases inz_entries 20 - 39_weekMean_0,0.1704201505511925,0.014911859536808252
prct_B.1.525_weekMean_0,0.16938068153401958,0.023339190264079518
residential_percent_change_from_baseline_7dayAverage_weekMean_1,0.16894565592557598,0.00794091837036281
Hosp inzsumTotal 40 - 59_weekMean_0,0.16777457676807755,0.020025882136457167
hosp_inz_entries_7dayAverage_median_0,0.16759273189740043,0.016185149066823015
clouds_future_day_1,0.16394836549167735,0.030927972333825538
temp_min_future_day_0,0.16297587474401495,0.00971040064574496
death_inzsumTotal_weekMean_1,0.16254063937863278,0.019038285648508683
transit_stations_percent_change_from_baseline_7dayAverage_range_2,0.16116693913133345,0.024915163249430675
Total_Covid19Patients_inz_weekMean_1,0.16079418048704355,0.024761779899389748
residential_percent_change_from_baseline_weekMean_2,0.1604195072965801,0.012114070914076366
Death inz_entries 20 - 39_weekMean_2,0.15957081427149972,0.013545233605671208
parks_percent_change_from_baseline_weekMean_0,0.1567005064930882,0.017214110445326395
4PersonHouseholds_perc,0.15512758445225713,0.016362141083963843
Death inzsumTotal 40 - 59_weekMean_0,0.15215783954630666,0.04198777889743623
Hosp inz_entries 60+_weekMean_0,0.15100671403170338,0.012783394127334688
temp_max_future_day_0,0.14972595667260719,0.012318932843896761
Death inzsumTotal 40 - 59_weekMean_2,0.14705377871778183,0.02515027601469165
ICU_Capacity_inz_weekMean_0,0.14456284515298706,0.018866661413130162
ICU_FreeCapacity_inz_weekMean_2,0.14346935344192246,0.044643874664334844
Hosp inz_entries 60+_weekMean_2,0.1420886386758234,0.01524112203778018
Total_NonCovid19Patients_inz_weekMean_1,0.14187844988470744,0.033437288134384596
Total_FreeCapacity_inz_weekMean_2,0.14055014556308976,0.025799848404469448
clouds_weekMean_0,0.13969631554945536,0.01866684519549662
prct_B.1.1.7_weekMean_1,0.136076996589928,0.02461533429604297
grocery_and_pharmacy_percent_change_from_baseline_weekMean_2,0.13140659794974496,0.006374161627006749
workplaces_percent_change_from_baseline_7dayAverage_range_0,0.13135601773737662,0.021101956372877984
transit_stations_percent_change_from_baseline_7dayAverage_shortTrend_2,0.13127926109293425,0.012508103072006916
Mountain railways_weekMean_0,0.13086646971998164,0.018117797465882282
parks_percent_change_from_baseline_weekMean_2,0.13029300247562575,0.027470682319233435
Hosp inz_entries female_weekMean_2,0.12941263615281712,0.03005665290170266
transit_stations_percent_change_from_baseline_7dayAverage_range_0,0.12920409457060203,0.013797095215589339
case_inz_entries_weekMean_2,0.12732164120738432,0.01422039730114486
Religious services_futureWeekMean_0,0.12543250646874,0.020486888902963053
Hosp inzsumTotal 40 - 59_weekMean_2,0.1247569143290157,0.017457943624344857
Death inzsumTotal 0 - 19_weekMean_2,0.12338479959739815,0.02035413986449156
transit_stations_percent_change_from_baseline_7dayAverage_shortTrend_1,0.12320421326835244,0.009824534423267698
workplaces_percent_change_from_baseline_7dayAverage_shortTrend_0,0.12266935363934053,0.012607320081594185
workplaces_percent_change_from_baseline_7dayAverage_median_0,0.12232340892370175,0.017976672430241113
Cases inzsumTotal 40 - 59_weekMean_2,0.12227079077872319,0.010530554138896552
hosp_inzsumTotal_weekMean_2,0.12143797553131819,0.00993535357371507
test_inz_entries_weekMean_0,0.12062645472606234,0.02111838157422672
prct_B.1.525_weekMean_2,0.11774496402380663,0.014228576002684155
clouds_future_day_2,0.11743551290260186,0.0073894111163422815
Death inz_entries 40 - 59_weekMean_0,0.11645686105897823,0.008696093604767138
R_error_weekMean_2,0.11588103096440108,0.03980348294454653
workplaces_percent_change_from_baseline_7dayAverage_longtermTrend,0.11544217420716904,0.014274733368902693
Death inzsumTotal 0 - 19_weekMean_1,0.11447598028054458,0.012398624140943917
Cases inz_entries male_weekMean_0,0.1142101812234145,0.010044606076561323
Death inzsumTotal female_weekMean_2,0.11418551627516464,0.020575580218925128
Death inzsumTotal 60+_weekMean_0,0.11397113440171794,0.017280571551552597
hosp_inzsumTotal_weekMean_0,0.11279202484377748,0.008158986527781038
Borders_weekMean_0,0.11227095981813875,0.0315139276957262
temp_max_future_day_1,0.11089235290362823,0.01498716882792179
ICU_Capacity_inz_weekMean_1,0.10980666949742571,0.01967378937739921
grocery_and_pharmacy_percent_change_from_baseline_7dayAverage_weekMean_2,0.10903627133433744,0.011593551589176422
Borders_weekMean_2,0.10883607273153259,0.013960566448361925
Total_FreeCapacity_inz_weekMean_1,0.10870029829904411,0.004080711227082566
death_inzsumTotal_weekMean_2,0.10830699170053534,0.020321966633289733
workplaces_percent_change_from_baseline_7dayAverage_range_1,0.10642152153899502,0.013245005620092907
prct_B.1.351_weekMean_2,0.1057796282909628,0.0048153454700585975
retail_and_recreation_percent_change_from_baseline_weekMean_0,0.10361758332368254,0.004107669317000593
case_inz_entries_7dayAverage_median_2,0.10341723871359676,0.011187677660686476
retail_and_recreation_percent_change_from_baseline_weekMean_1,0.10184227257083407,0.0122531087938504
case_entries_weekMean_1,0.10055925723998768,0.014152551673045414
testPositvity_7dayAverage_median_1,0.09834796052094745,0.009783649026200495
case_entries_weekMean_2,0.09612682373375918,0.012735921071225152
Total_FreeCapacity_inz_weekMean_0,0.09596371098027348,0.009024539803276348
testPositvity_7dayAverage_last_0,0.0954604465042479,0.010923306495111525
Death inz_entries 40 - 59_weekMean_2,0.09407119134044492,0.027370449280448243
Demonstrations_weekMean_2,0.09383396446865575,0.012972965423535309
Hosp inz_entries 40 - 59_weekMean_0,0.09137952244185428,0.017293240545765275
meanNeighborIncidence_weekMean_0,0.09127592307859374,0.02038785805528708
meanNeighborIncidence_weekMean_1,0.09116966885055292,0.009449826271434253
COVID19FullyVaccPersons per100PersonsTotal_weekMean_2,0.0907520283907246,0.03308590090854545
Hosp inz_entries male_weekMean_2,0.08919630436241803,0.015475324200759257
Hosp inzsumTotal 20 - 39_weekMean_1,0.08850285614918577,0.030170051653499612
"Upper secondary school, vocational schools and higher education_weekMean_0",0.08641897443169881,0.03276712354620624
prct_B.1.351_weekMean_0,0.08633911050554914,0.010839719818183406
Discos/Nightclubs_weekMean_0,0.08295266904599644,0.014663739994016375
Hosp inzsumTotal female_weekMean_0,0.08144374960516387,0.013543362534862517
Cases inzsumTotal 40 - 59_weekMean_0,0.0795103191365456,0.010603629922562273
temp_max_future_day_3,0.07875440037154106,0.013751995599567877
meanNeighborIncidence_weekMean_2,0.07820382748010032,0.007224540929348277
Demonstrations_weekMean_1,0.07777756025206344,0.01217670470192173
ICU_Covid19Patients_inz_weekMean_1,0.07669561339838538,0.013121990969747935
clouds_future_day_3,0.0766408277650413,0.016708603602046998
grocery_and_pharmacy_percent_change_from_baseline_7dayAverage_weekMean_1,0.07621815108224794,0.02241632203012324
Death inzsumTotal female_weekMean_0,0.07588520512748076,0.021464978186371542
precipitation_weekMean_1,0.07581638017433363,0.02613048997075041
testPositvity_7dayAverage_last_1,0.07492327008928612,0.008766311772203871
case_inz_entries_7dayAverage_last_1,0.07461628669677083,0.00817005352994451
hosp_inz_entries_weekMean_2,0.07393352991808513,0.011584480119374409
Death inz_entries 60+_weekMean_1,0.07350115300510111,0.008282748756468335
"Upper secondary school, vocational schools and higher education_weekMean_1",0.073490661045291,0.04032667833893386
ICU_Capacity_inz_weekMean_2,0.07310659814716373,0.011819202374007446
grocery_and_pharmacy_percent_change_from_baseline_weekMean_1,0.07289571427913302,0.013168612582610302
temp_min_future_day_2,0.0714761410119408,0.004364268239886002
Death inzsumTotal 60+_weekMean_2,0.0704625091141459,0.015448347744047054
temp_max_future_day_6,0.06868070823484444,0.0048176593581259084
retail_and_recreation_percent_change_from_baseline_7dayAverage_weekMean_0,0.0666169487883785,0.007914364261297388
Primary (includes kindergarten) and lower secondary school_weekMean_2,0.06650321734240734,0.013548753726458475
maxNeighborIncidence_weekMean_1,0.06588788302439497,0.03571324468921609
workplaces_percent_change_from_baseline_7dayAverage_last_1,0.06433843113984068,0.02331594842715898
temp_max_future_day_2,0.06407114938905636,0.009876254451318345
intervistaMob_weekMean_0,0.0639409191203569,0.03599629152648189
Death inz_entries 40 - 59_weekMean_1,0.06344857434378212,0.013703777604077797
Death inzsumTotal 40 - 59_weekMean_1,0.06328697513056056,0.03609910120451922
temp_min_future_day_3,0.06321048582339231,0.0042462546855519855
hosp_inz_entries_7dayAverage_last_2,0.062235874885497824,0.011039217180914648
Hosp inz_entries male_weekMean_0,0.061619935973956784,0.006414461085213768
clouds_futureWeekMean_0,0.059290344567311595,0.020532638390634756
Total_Covid19Patients_inz_weekMean_0,0.05690695256235827,0.02350524177800998
case_entries_weekMean_0,0.05563615043208259,0.013533709537718605
Hosp inzsumTotal female_weekMean_1,0.05541902115402877,0.016636506995670743
ICU_Covid19Patients_inz_weekMean_0,0.05495062979726484,0.0080168412470335
temp_min_future_day_1,0.05395054572997467,0.014302424566278631
Hosp inzsumTotal female_weekMean_2,0.0528605067826355,0.011583274541984686
grocery_and_pharmacy_percent_change_from_baseline_7dayAverage_weekMean_0,0.05199291918155637,0.013558612648996885
temp_max_future_day_4,0.0512849175383792,0.01729742866467923
clouds_future_day_4,0.049274101154502856,0.01498111207811668
death_inzsumTotal_weekMean_0,0.048784378339659894,0.012282807050786245
clouds_future_day_6,0.048590856999400245,0.010997008941361195
temp_max_future_day_5,0.04724652683638482,0.02302505410625422
case_inz_entries_7dayAverage_median_1,0.04574706907863515,0.00402129185468163
workplaces_percent_change_from_baseline_7dayAverage_last_0,0.045462126616197196,0.008460003512439333
death_inz_entries_7dayAverage_range_2,0.0436547744627596,0.015394851255977234
Death inz_entries male_weekMean_2,0.04358359899803617,0.010634905148556547
precipitation_weekMean_2,0.04327347747720509,0.019480680716690194
hosp_inz_entries_7dayAverage_median_1,0.043246056898585294,0.0036686863235461933
clouds_future_day_5,0.04253614276567248,0.01884349175282268
Restaurants_futureWeekMean_0,0.042504261767447815,0.03119297506887292
prct_B.1.617.2_weekMean_0,0.041167550716760815,0.003453590394855091
test_entries_7dayAverage_weekMean_1,0.03930874436370786,0.013015797096658538
kofStrigency_weekMean_2,0.0391303070150613,0.015821957361047412
prct_B.1.617.1_weekMean_0,0.038353426951282896,0.018790183686658274
prct_B.1.351_weekMean_1,0.03793512226115041,0.028276636523649465
test_entries_weekMean_0,0.0370384319130622,0.007442339214684775
test_entries_weekMean_2,0.036374246849204185,0.01593158087361511
hosp_inz_entries_7dayAverage_range_0,0.03621033825321689,0.009145280034057459
Religious services_weekMean_2,0.03587061427031628,0.01018977075174766
ICU_AllPatients_inz_weekMean_2,0.03580150758481082,0.006320026841114684
Death inz_entries 60+_weekMean_0,0.03550045702335396,0.0034895779480075407
precipitation_weekMean_0,0.035425927504054044,0.03693796040949934
hosp_inz_entries_weekMean_1,0.03487206842057518,0.005040377474989519
temp_min_future_day_4,0.034763802993651186,0.00719178496992714
Death inz_entries 60+_weekMean_2,0.03433493848116953,0.005576613302178222
hosp_inz_entries_weekMean_0,0.033658264653702474,0.003858316422678566
hosp_inz_entries_7dayAverage_last_0,0.03344899714796412,0.0035831157860383767
testPositvity_7dayAverage_last_2,0.03320905577461843,0.0073237401216445525
ICU_AllPatients_inz_weekMean_1,0.0328088210278132,0.007531468824872457
Hosp inzsumTotal 20 - 39_weekMean_2,0.032236828251348014,0.022584486839962486
Universities and other educational establishments_weekMean_0,0.031150355171965315,0.009133505830883506
testPositvity_7dayAverage_median_2,0.030264699684000362,0.0064177609884974295
maxNeighborIncidence_weekMean_0,0.030011126166083812,0.012576824131448996
Hosp inz_entries 40 - 59_weekMean_2,0.029135664454045695,0.020244415768694075
Cases inz_entries 60+_weekMean_1,0.028440328428366256,0.004780807035441196
Mountain railways_weekMean_1,0.02769514428316029,0.02696366876753116
workplaces_percent_change_from_baseline_7dayAverage_median_2,0.026964227722662316,0.0151369108078417
testPositvity_7dayAverage_range_1,0.026670471355921422,0.0061627503064918925
hosp_inz_entries_7dayAverage_last_1,0.026577987053966013,0.0056494563370234315
death_inz_entries_7dayAverage_range_1,0.02574823590301776,0.007834318759151549
retail_and_recreation_percent_change_from_baseline_7dayAverage_weekMean_1,0.02502866266872772,0.006677086121630743
testPositvity_7dayAverage_shortTrend_1,0.024964388618572995,0.007313841438458753
Hosp inz_entries 40 - 59_weekMean_1,0.02470137603841991,0.004754217265235065
Penalties_futureWeekMean_0,0.024444413506439132,0.009105656996930346
Hosp inz_entries 60+_weekMean_1,0.024249512294553455,0.0031793735335350925
Death inz_entries female_weekMean_1,0.02421546175152258,0.008501982882511227
workplaces_percent_change_from_baseline_weekMean_0,0.023103877476282973,0.01182905315449679
hosp_inz_entries_7dayAverage_median_2,0.022215600026586912,0.0032722111814945396
Death inzsumTotal female_weekMean_1,0.02204179172567251,0.01212310119111014
testPositvity_7dayAverage_range_0,0.021430177508660365,0.0028749168036366316
Cases inz_entries 60+_weekMean_0,0.019504098815095006,0.005885823659014937
death_inz_entries_weekMean_2,0.01878965023071615,0.014660387263016945
workplaces_percent_change_from_baseline_weekMean_1,0.016886007303819638,0.015715036350570432
case_inz_entries_weekMean_0,0.015630466019047162,0.004637575797178823
case_inz_entries_7dayAverage_shortTrend_2,0.014342303417443247,0.009641674189009285
case_inz_entries_weekMean_1,0.013820438436421511,0.009977095753492794
Hosp inz_entries female_weekMean_0,0.013514176854548055,0.011424927711385539
Death inz_entries 0 - 19_weekMean_0,0.012717267059572634,0.005142833832027457
death_inz_entries_7dayAverage_shortTrend_1,0.012520940734369646,0.010450722352260345
Hosp inz_entries male_weekMean_1,0.012338881993872518,0.003127548572059125
hosp_inz_entries_7dayAverage_shortTrend_1,0.011894699055551428,0.009014373955793253
