"date","geoRegion","entries","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity"
2021-01-20,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-21,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-22,"AI",0,16128,0,0,0.01,0,2.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-23,"AI",0,16128,0,0,0.08,0,13,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-24,"AI",0,16128,0,0,0.08,0,13,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-25,"AI",15,16128,15,0.09,0.08,0.09,13.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-26,"AI",76,16128,91,0.47,0.08,0.56,13.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-27,"AI",0,16128,91,0,0.08,0.56,13.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-28,"AI",1,16128,92,0.01,0.08,0.57,13.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-29,"AI",0,16128,92,0,0.09,0.57,14.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-30,"AI",0,16128,92,0,0.15,0.57,24,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-31,"AI",0,16128,92,0,0.2,0.57,31.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-01,"AI",22,16128,114,0.14,0.22,0.71,36.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-02,"AI",145,16128,259,0.9,0.27,1.61,43.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-03,"AI",52,16128,311,0.32,0.27,1.93,43.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-04,"AI",34,16128,345,0.21,0.27,2.14,43.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-05,"AI",49,16128,394,0.3,0.28,2.44,45.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-06,"AI",0,16128,394,0,0.24,2.44,38.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-07,"AI",0,16128,394,0,0.22,2.44,35,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-08,"AI",39,16128,433,0.24,0.19,2.68,30.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-09,"AI",95,16128,528,0.59,0.17,3.27,27.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-10,"AI",28,16128,556,0.17,0.17,3.45,27.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-11,"AI",0,16128,556,0,0.17,3.45,27.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-12,"AI",30,16128,586,0.19,0.18,3.63,29.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-13,"AI",0,16128,586,0,0.21,3.63,34.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-14,"AI",0,16128,586,0,0.25,3.63,40.29,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-15,"AI",51,16128,637,0.32,0.31,3.95,50.29,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-16,"AI",130,16128,767,0.81,0.34,4.76,54.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-17,"AI",71,16128,838,0.44,0.34,5.2,54.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-18,"AI",70,16128,908,0.43,0.34,5.63,54.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-19,"AI",60,16128,968,0.37,0.3,6,48.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-20,"AI",0,16128,968,0,0.21,6,34.71,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-21,"AI",0,16128,968,0,0.15,6,24.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-22,"AI",11,16128,979,0.07,0.09,6.07,14.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-23,"AI",31,16128,1010,0.19,0.05,6.26,7.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-24,"AI",0,16128,1010,0,0.05,6.26,7.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-25,"AI",0,16128,1010,0,0.05,6.26,7.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-26,"AI",11,16128,1021,0.07,0.04,6.33,6,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-27,"AI",0,16128,1021,0,0.01,6.33,1.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-28,"AI",0,16128,1021,0,0.01,6.33,1.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-01,"AI",0,16128,1021,0,0.01,6.33,1.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-02,"AI",0,16128,1021,0,0,6.33,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-03,"AI",0,16128,1021,0,0,6.33,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-04,"AI",0,16128,1021,0,0,6.33,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-05,"AI",0,16128,1021,0,0,6.33,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-06,"AI",0,16128,1021,0,0.04,6.33,6.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-07,"AI",0,16128,1021,0,0.07,6.33,10.71,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-08,"AI",0,16128,1021,0,0.07,6.33,10.71,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-09,"AI",43,16128,1064,0.27,0.08,6.6,13.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-10,"AI",32,16128,1096,0.2,0.08,6.8,13.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-11,"AI",0,16128,1096,0,0.08,6.8,13.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-12,"AI",20,16128,1116,0.12,0.09,6.92,15.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-13,"AI",0,16128,1116,0,0.06,6.92,9,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-14,"AI",0,16128,1116,0,0.03,6.92,4.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-15,"AI",11,16128,1127,0.07,0.03,6.99,4.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-16,"AI",0,16128,1127,0,0.01,6.99,1.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-17,"AI",0,16128,1127,0,0.01,6.99,1.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-18,"AI",0,16128,1127,0,0.01,6.99,1.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-19,"AI",0,16128,1127,0,0.03,6.99,4.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-20,"AI",0,16128,1127,0,0.05,6.99,7.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-21,"AI",0,16128,1127,0,0.05,6.99,8.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-22,"AI",32,16128,1159,0.2,0.07,7.19,11.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-23,"AI",21,16128,1180,0.13,0.07,7.32,11.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-24,"AI",6,16128,1186,0.04,0.07,7.35,11.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-25,"AI",22,16128,1208,0.14,0.07,7.49,11.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-26,"AI",2,16128,1210,0.01,0.05,7.5,7.29,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-27,"AI",0,16128,1210,0,0.04,7.5,6.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-28,"AI",0,16128,1210,0,0.07,7.5,12,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-29,"AI",0,16128,1210,0,0.07,7.5,12,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-30,"AI",15,16128,1225,0.09,0.07,7.6,11.71,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-31,"AI",45,16128,1270,0.28,0.07,7.87,11.71,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-01,"AI",22,16128,1292,0.14,0.07,8.01,11.71,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-02,"AI",0,16128,1292,0,0.07,8.01,11.71,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-03,"AI",0,16128,1292,0,0.07,8.01,11,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-04,"AI",0,16128,1292,0,0.03,8.01,4.71,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-05,"AI",0,16128,1292,0,0.01,8.01,1.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-06,"AI",10,16128,1302,0.06,0.02,8.07,3.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-07,"AI",1,16128,1303,0.01,0.02,8.08,3.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-08,"AI",0,16128,1303,0,0.02,8.08,3.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-09,"AI",11,16128,1314,0.07,0.02,8.15,3.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-10,"AI",0,16128,1314,0,0.02,8.15,3.29,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-11,"AI",0,16128,1314,0,0.02,8.15,3.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-12,"AI",0,16128,1314,0,0.02,8.15,3.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-13,"AI",11,16128,1325,0.07,0.01,8.22,1.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-14,"AI",0,16128,1325,0,0.01,8.22,1.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-15,"AI",0,16128,1325,0,0.01,8.22,1.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-16,"AI",0,16128,1325,0,0.01,8.22,1.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-17,"AI",0,16128,1325,0,0.02,8.22,3.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-18,"AI",0,16128,1325,0,0.1,8.22,15.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-19,"AI",0,16128,1325,0,0.12,8.22,18.71,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-20,"AI",22,16128,1347,0.14,0.17,8.35,27.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-21,"AI",87,16128,1434,0.54,0.17,8.89,27.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-22,"AI",22,16128,1456,0.14,0.17,9.03,27.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-23,"AI",62,16128,1518,0.38,0.25,9.41,39.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-24,"AI",0,16128,1518,0,0.35,9.41,56.71,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-25,"AI",0,16128,1518,0,0.42,9.41,67.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-26,"AI",86,16128,1604,0.53,0.58,9.95,93,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-27,"AI",140,16128,1744,0.87,0.54,10.81,87.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-28,"AI",162,16128,1906,1,0.54,11.82,87.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-29,"AI",201,16128,2107,1.25,0.54,13.06,87.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-04-30,"AI",24,16128,2131,0.15,0.47,13.21,75.29,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-05-01,"AI",0,16128,2131,0,0.37,13.21,59.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-05-02,"AI",0,16128,2131,0,0.36,13.21,57.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-05-03,"AI",0,16128,2131,0,0.23,13.21,36.29,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-05-04,"AI",30,16128,2161,0.19,0.26,13.4,41.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-05-05,"AI",145,16128,2306,0.9,0.26,14.3,41.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-05-06,"AI",55,16128,2361,0.34,0.26,14.64,41.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-05-07,"AI",63,16128,2424,0.39,NA,15.03,NA,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-05-08,"AI",0,16128,2424,0,NA,15.03,NA,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-05-09,"AI",0,16128,2424,0,NA,15.03,NA,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2020-12-23,"AR",0,55445,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2020-12-24,"AR",0,55445,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2020-12-25,"AR",0,55445,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2020-12-26,"AR",0,55445,0,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2020-12-27,"AR",0,55445,0,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2020-12-28,"AR",0,55445,0,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2020-12-29,"AR",0,55445,0,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2020-12-30,"AR",1,55445,1,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2020-12-31,"AR",0,55445,1,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-01,"AR",0,55445,1,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-02,"AR",0,55445,1,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-03,"AR",0,55445,1,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-04,"AR",0,55445,1,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-05,"AR",0,55445,1,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-06,"AR",0,55445,1,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-07,"AR",0,55445,1,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-08,"AR",0,55445,1,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-09,"AR",0,55445,1,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-10,"AR",0,55445,1,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-11,"AR",0,55445,1,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-12,"AR",0,55445,1,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-13,"AR",0,55445,1,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-14,"AR",0,55445,1,0,0,0,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-15,"AR",0,55445,1,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-16,"AR",0,55445,1,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-17,"AR",0,55445,1,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-18,"AR",1,55445,2,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-19,"AR",0,55445,2,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-20,"AR",0,55445,2,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-21,"AR",0,55445,2,0,0,0,0.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-22,"AR",0,55445,2,0,0.02,0,13.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-23,"AR",0,55445,2,0,0.06,0,36,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-24,"AR",0,55445,2,0,0.1,0,54,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-25,"AR",95,55445,97,0.17,0.14,0.17,77.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-26,"AR",157,55445,254,0.28,0.15,0.46,86.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-27,"AR",126,55445,380,0.23,0.15,0.69,86.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-28,"AR",162,55445,542,0.29,0.15,0.98,86.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-29,"AR",63,55445,605,0.11,0.13,1.09,72.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-30,"AR",0,55445,605,0,0.09,1.09,50.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-01-31,"AR",0,55445,605,0,0.06,1.09,32.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-01,"AR",0,55445,605,0,0.02,1.09,9,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-02,"AR",0,55445,605,0,0,1.09,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-03,"AR",0,55445,605,0,0,1.09,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-04,"AR",0,55445,605,0,0,1.09,0,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-05,"AR",0,55445,605,0,0.05,1.09,27.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-06,"AR",0,55445,605,0,0.05,1.09,27.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-07,"AR",0,55445,605,0,0.05,1.09,27.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-08,"AR",193,55445,798,0.35,0.05,1.44,27.57,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-09,"AR",0,55445,798,0,0.06,1.44,32.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-10,"AR",0,55445,798,0,0.06,1.44,32.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-11,"AR",0,55445,798,0,0.06,1.44,32.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-12,"AR",32,55445,830,0.06,0.1,1.5,54.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-13,"AR",0,55445,830,0,0.14,1.5,77.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-14,"AR",0,55445,830,0,0.2,1.5,111.14,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-15,"AR",347,55445,1177,0.63,0.26,2.12,145,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-16,"AR",161,55445,1338,0.29,0.28,2.41,155.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-17,"AR",238,55445,1576,0.43,0.28,2.84,155.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-18,"AR",237,55445,1813,0.43,0.28,3.27,155.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-19,"AR",105,55445,1918,0.19,0.23,3.46,126.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-20,"AR",0,55445,1918,0,0.23,3.46,128.29,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-21,"AR",0,55445,1918,0,0.23,3.46,127.29,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-22,"AR",147,55445,2065,0.27,0.18,3.72,96.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-23,"AR",171,55445,2236,0.31,0.16,4.03,87,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-24,"AR",231,55445,2467,0.42,0.16,4.45,87,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-25,"AR",21,55445,2488,0.04,0.16,4.49,87,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-26,"AR",39,55445,2527,0.07,0.16,4.56,88.29,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-27,"AR",0,55445,2527,0,0.15,4.56,80.71,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-02-28,"AR",0,55445,2527,0,0.12,4.56,68.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-01,"AR",156,55445,2683,0.28,0.12,4.84,65.43,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-02,"AR",118,55445,2801,0.21,0.11,5.05,59.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-03,"AR",145,55445,2946,0.26,0.11,5.31,59.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-04,"AR",0,55445,2946,0,0.11,5.31,59.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-05,"AR",0,55445,2946,0,0.07,5.31,41.29,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-06,"AR",0,55445,2946,0,0.05,5.31,26,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-07,"AR",0,55445,2946,0,0.01,5.31,5.29,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-08,"AR",26,55445,2972,0.05,0.01,5.36,6.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-09,"AR",11,55445,2983,0.02,0.01,5.38,6.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
2021-03-10,"AR",0,55445,2983,0,0.01,5.38,6.86,"COVID19FullyVaccPersons","2021-05-11_09-25-50","detailed"
