datum,entries,entries_pos,entries_neg,sumTotal,timeframe_7d,sumTotal_last7d,timeframe_14d,sumTotal_last14d,timeframe_28d,sumTotal_last28d,timeframe_phase2,sumTotal_Phase2,timeframe_phase2b,sumTotal_Phase2b,timeframe_phase3,sumTotal_Phase3,sum7d,sum14d,mean7d,mean14d,pos_anteil,pos_anteil_mean7d,timeframe_all,anteil_pos_all,anteil_pos_14,anteil_pos_28,anteil_pos_phase2,anteil_pos_phase2b,anteil_pos_phase3,pop,inz_entries,inzmean7d,inzmean14d,inzsumTotal,inzsumTotal_last7d,inzsumTotal_last14d,inzsumTotal_last28d,inzsumTotal_Phase2,inzsumTotal_Phase2b,inzsumTotal_Phase3,inzsum7d,inzsum14d,entries_diff_last_age,entries_diff_last,type,version,datum_unit,nachweismethode,geoRegion
2020-03-03,714,66,648,3043,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2849,NA,564.29,732.86,9.2,10.11,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,8.26,6.53,8.48,35.2,NA,NA,NA,NA,NA,NA,32.96,NA,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-04,593,84,509,3636,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,3125,NA,631.86,904.79,14.2,10.64,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,6.86,7.31,10.47,42.06,NA,NA,NA,NA,NA,NA,36.15,NA,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-05,587,132,455,4223,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,3434,NA,685.14,1216,22.5,11.63,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,6.79,7.93,14.07,48.85,NA,NA,NA,NA,NA,NA,39.72,NA,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-06,957,97,860,5180,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,3950,5180,850.43,1519.43,10.1,12.29,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,11.07,9.84,17.58,59.92,NA,NA,NA,NA,NA,NA,45.69,59.92,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-07,727,67,660,5907,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,4423,5906,1058.71,1876,9.2,12.39,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,8.41,12.25,21.7,68.33,NA,NA,NA,NA,NA,NA,51.16,68.32,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-08,744,88,656,6651,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,4796,6649,1363.14,2029.86,11.8,12.31,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,8.61,15.77,23.48,76.94,NA,NA,NA,NA,NA,NA,55.48,76.91,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-09,1631,147,1484,8282,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,5953,8247,1941.43,2373.07,9,10.1,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,18.87,22.46,27.45,95.8,NA,NA,NA,NA,NA,NA,68.86,95.4,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-10,2172,215,1957,10454,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,7411,10260,2474.57,2990.29,9.9,9.96,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,25.12,28.63,34.59,120.93,NA,NA,NA,NA,NA,NA,85.73,118.68,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-11,2724,372,2352,13178,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,9542,12667,3120.14,3704.5,13.7,9.94,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,31.51,36.09,42.85,152.44,NA,NA,NA,NA,NA,NA,110.38,146.53,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-12,4635,324,4311,17813,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,13590,17024,3374.57,4349.64,7,10.31,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,53.62,39.04,50.32,206.05,NA,NA,NA,NA,NA,NA,157.2,196.93,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-13,4689,426,4263,22502,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,17322,21272,3895.71,4858.71,9.1,10.36,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,54.24,45.06,56.2,260.3,NA,NA,NA,NA,NA,NA,200.38,246.07,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-14,5246,479,4767,27748,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,21841,26264,4921.86,5263.43,9.1,10.57,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,60.68,56.93,60.89,320.98,NA,NA,NA,NA,NA,NA,252.65,303.81,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-15,2525,364,2161,30273,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,23622,28418,6045.86,5445.21,14.4,10.39,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,29.21,69.94,62.99,350.19,NA,NA,NA,NA,NA,NA,273.25,328.73,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-16,5279,489,4790,35552,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,27270,33223,6757.86,5803.14,9.3,11.39,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,61.07,78.17,67.13,411.25,NA,NA,NA,NA,NA,NA,315.45,384.31,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-17,9355,1062,8293,44907,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,34453,41864,7242.86,6062.07,11.4,12.27,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,108.22,83.78,70.12,519.47,NA,NA,NA,NA,NA,NA,398.54,484.27,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-18,10592,1315,9277,55499,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,42321,51863,7406.71,6415,12.4,13.5,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,122.52,85.68,74.21,641.99,NA,NA,NA,NA,NA,NA,489.56,599.93,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-19,9619,1347,8272,65118,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,47305,60895,7515.86,6645.5,14,14.93,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,111.27,86.94,76.87,753.26,NA,NA,NA,NA,NA,NA,547.21,704.41,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-20,8084,1240,6844,73202,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,50700,68022,7710.57,6824.64,15.3,16.31,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,93.51,89.19,78.95,846.78,NA,NA,NA,NA,NA,NA,586.48,786.86,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-21,6393,1133,5260,79595,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,51847,73688,7202.29,6861.57,17.7,18.41,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,73.95,83.31,79.37,920.73,NA,NA,NA,NA,NA,NA,599.75,852.4,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-22,3289,804,2485,82884,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,52611,76233,6784.14,6878.36,24.4,18.84,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,38.05,78.48,79.57,958.78,NA,NA,NA,NA,NA,NA,608.59,881.84,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-23,6642,1259,5383,89526,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,53974,81244,6533.14,6821.93,19,19.23,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,76.83,75.57,78.91,1035.61,NA,NA,NA,NA,NA,NA,624.35,939.8,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-24,5797,1514,4283,95323,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,50416,84869,6406.43,6662.43,26.1,19.7,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,67.06,74.11,77.07,1102.67,NA,NA,NA,NA,NA,NA,583.2,981.74,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-25,7665,1183,6482,102988,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,47489,89810,6316.43,6381.43,15.4,19.67,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,88.67,73.07,73.82,1191.33,NA,NA,NA,NA,NA,NA,549.34,1038.89,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-26,7862,1313,6549,110850,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,45732,93037,6240.86,6191.57,16.7,19.17,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,90.95,72.19,71.62,1282.28,NA,NA,NA,NA,NA,NA,529.01,1076.22,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-27,7197,1339,5858,118047,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,44845,95545,5933.29,6079.36,18.6,19.96,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,83.25,68.63,70.32,1365.53,NA,NA,NA,NA,NA,NA,518.75,1105.23,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-28,5763,1006,4757,123810,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,44215,96062,6122.57,5994.36,17.5,19,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,66.66,70.82,69.34,1432.19,NA,NA,NA,NA,NA,NA,511.46,1111.21,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-29,2760,576,2184,126570,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,43686,96297,5978.71,5995.5,20.9,19.21,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,31.93,69.16,69.35,1464.12,NA,NA,NA,NA,NA,NA,505.35,1113.93,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-30,4489,1098,3391,131059,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,41533,95507,5850,5814.29,24.5,19.01,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,51.93,67.67,67.26,1516.05,NA,NA,NA,NA,NA,NA,480.44,1104.79,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-03-31,7122,1382,5740,138181,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,42858,93274,5752.29,5890,19.4,18.63,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,82.38,66.54,68.13,1598.43,NA,NA,NA,NA,NA,NA,495.77,1078.96,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-01,6658,1126,5532,144839,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,41851,89340,5672.29,5811.29,16.9,18.06,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,77.02,65.62,67.22,1675.45,NA,NA,NA,NA,NA,NA,484.12,1033.46,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-02,6961,1063,5898,151800,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,40950,86682,5750.14,5679.43,15.3,16.76,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,80.52,66.52,65.7,1755.97,NA,NA,NA,NA,NA,NA,473.7,1002.71,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-03,6513,1038,5475,158313,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,40266,85111,5695.29,5449.57,15.9,15.87,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,75.34,65.88,63.04,1831.31,NA,NA,NA,NA,NA,NA,465.78,984.54,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-04,5203,704,4499,163516,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,39706,83921,5657.43,5237.29,13.5,15.13,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,60.19,65.44,60.58,1891.5,NA,NA,NA,NA,NA,NA,459.31,970.77,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-05,3305,389,2916,166821,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,40251,83937,5643.86,5204.36,11.8,14.44,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,38.23,65.29,60.2,1929.73,NA,NA,NA,NA,NA,NA,465.61,970.96,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-06,4105,752,3353,170926,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,39867,81400,5508.86,5040.57,18.3,13.97,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,47.49,63.72,58.31,1977.22,NA,NA,NA,NA,NA,NA,461.17,941.61,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-07,6857,974,5883,177783,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,39602,82460,5146.86,4812,14.2,13.24,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,79.32,59.54,55.66,2056.54,NA,NA,NA,NA,NA,NA,458.1,953.87,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-08,6563,797,5766,184346,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,39507,81358,4802.29,4735.5,12.1,13.24,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,75.92,55.55,54.78,2132.45,NA,NA,NA,NA,NA,NA,457,941.12,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-09,6016,722,5294,190362,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,38562,79512,4658.57,4604.86,12,13.29,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,69.59,53.89,53.27,2202.05,NA,NA,NA,NA,NA,NA,446.07,919.77,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-10,3979,429,3550,194341,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,36028,76294,4385.86,4468.14,10.8,12.61,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,46.03,50.73,51.69,2248.07,NA,NA,NA,NA,NA,NA,416.76,882.54,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-11,2791,376,2415,197132,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,33616,73322,3966.57,4360.29,13.5,12.26,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,32.29,45.88,50.44,2280.36,NA,NA,NA,NA,NA,NA,388.86,848.17,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-12,2299,279,2020,199431,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,32610,72861,3827.14,4275.57,12.1,11.71,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,26.59,44.27,49.46,2306.95,NA,NA,NA,NA,NA,NA,377.22,842.83,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-13,2196,298,1898,201627,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,30701,70568,3700.86,4227.36,13.6,11.3,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,25.4,42.81,48.9,2332.36,NA,NA,NA,NA,NA,NA,355.14,816.31,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-14,3922,460,3462,205549,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,27766,67368,3789.43,4092.29,11.7,10.96,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,45.37,43.83,47.34,2377.72,NA,NA,NA,NA,NA,NA,321.19,779.29,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-15,5587,464,5123,211136,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,26790,66297,3918.29,3954.79,8.3,10.06,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,64.63,45.33,45.75,2442.35,NA,NA,NA,NA,NA,NA,309.9,766.9,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-16,5132,466,4666,216268,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,25906,64468,3892.57,3849.14,9.1,9.03,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,59.37,45.03,44.53,2501.72,NA,NA,NA,NA,NA,NA,299.67,745.74,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-17,4599,386,4213,220867,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,26526,62554,4068.86,3906.71,8.4,8.3,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,53.2,47.07,45.19,2554.92,NA,NA,NA,NA,NA,NA,306.84,723.6,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-18,3693,267,3426,224560,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,27428,61044,4218,3995.36,7.2,7.57,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,42.72,48.79,46.22,2597.64,NA,NA,NA,NA,NA,NA,317.28,706.14,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-19,2119,103,2016,226679,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,27248,59858,4082.43,3999.86,4.9,7.23,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,24.51,47.22,46.27,2622.15,NA,NA,NA,NA,NA,NA,315.2,692.42,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-20,3430,292,3138,230109,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,28482,59183,3997.43,4110.79,8.5,6.81,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,39.68,46.24,47.55,2661.83,NA,NA,NA,NA,NA,NA,329.47,684.61,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-21,4966,327,4639,235075,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,29526,57292,4024,4230.21,6.6,6.31,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,57.45,46.55,48.93,2719.27,NA,NA,NA,NA,NA,NA,341.55,662.74,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-22,4638,275,4363,239713,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,28577,55367,4072.43,4246.36,5.9,5.8,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,53.65,47.11,49.12,2772.92,NA,NA,NA,NA,NA,NA,330.57,640.47,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-23,4537,280,4257,244250,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,27982,53888,4107.14,4226.29,6.2,5.66,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,52.48,47.51,48.89,2825.4,NA,NA,NA,NA,NA,NA,323.69,623.36,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-24,4785,233,4552,249035,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,28168,54694,4152.71,4215.43,4.9,5.21,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,55.35,48.04,48.76,2880.76,NA,NA,NA,NA,NA,NA,325.84,632.68,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-25,4032,145,3887,253067,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,28507,55935,4242.43,4174.79,3.6,4.86,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,46.64,49.08,48.29,2927.4,NA,NA,NA,NA,NA,NA,329.76,647.04,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-26,2362,92,2270,255429,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,28750,55998,4410.29,4203.14,3.9,4.47,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,27.32,51.02,48.62,2954.72,NA,NA,NA,NA,NA,NA,332.57,647.77,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-27,3749,203,3546,259178,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,29069,57551,4455.14,4234,5.4,4.19,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,43.37,51.54,48.98,2998.09,NA,NA,NA,NA,NA,NA,336.26,665.73,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-28,5594,231,5363,264772,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,29697,59223,4406.86,4300.14,4.1,3.97,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,64.71,50.98,49.74,3062.8,NA,NA,NA,NA,NA,NA,343.53,685.07,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
2020-04-29,5813,188,5625,270585,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,30872,59449,4277.14,4352.5,3.2,3.83,TRUE,9.2,1.1,1.8,9.3,10.2,5.1,8644780,67.24,49.48,50.35,3130.04,NA,NA,NA,NA,NA,NA,357.12,687.69,1,24652,COVID19Tests,2021-06-25_07-49-37,day,all,CHFL
