geoRegion,date,sumTotal,pop,per100PersonsTotal,type,version
AG,2021-04-12,182075,685845,26.55,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-13,182075,685845,26.55,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-14,194750,685845,28.4,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-15,194750,685845,28.4,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-16,194750,685845,28.4,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-17,194750,685845,28.4,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-18,194750,685845,28.4,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-19,194750,685845,28.4,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-20,194750,685845,28.4,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-21,233350,685845,34.02,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-22,233350,685845,34.02,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-23,233350,685845,34.02,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-24,233350,685845,34.02,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-25,233350,685845,34.02,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-26,233350,685845,34.02,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-27,233350,685845,34.02,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-28,246025,685845,35.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-29,246025,685845,35.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-04-30,246025,685845,35.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-01,246025,685845,35.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-02,286125,685845,41.72,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-03,286125,685845,41.72,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-04,286125,685845,41.72,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-05,295875,685845,43.14,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-06,295875,685845,43.14,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-07,295875,685845,43.14,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-08,295875,685845,43.14,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-09,295875,685845,43.14,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-10,295875,685845,43.14,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-11,295875,685845,43.14,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-12,305625,685845,44.56,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-13,305625,685845,44.56,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-14,305625,685845,44.56,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-15,305625,685845,44.56,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-16,366325,685845,53.41,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-17,366325,685845,53.41,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-18,366325,685845,53.41,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-19,376075,685845,54.83,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-20,376075,685845,54.83,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-21,376075,685845,54.83,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-22,376075,685845,54.83,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-23,376075,685845,54.83,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-24,376075,685845,54.83,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-25,376075,685845,54.83,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-26,385825,685845,56.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-27,385825,685845,56.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-28,385825,685845,56.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-29,385825,685845,56.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-30,467525,685845,68.17,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-05-31,467525,685845,68.17,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-01,467525,685845,68.17,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-02,474350,685845,69.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-03,474350,685845,69.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-04,474350,685845,69.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-05,474350,685845,69.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-06,474350,685845,69.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-07,474350,685845,69.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-08,474350,685845,69.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-09,482150,685845,70.3,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-10,482150,685845,70.3,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-11,482150,685845,70.3,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-12,482150,685845,70.3,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-13,522450,685845,76.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-14,522450,685845,76.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-15,522450,685845,76.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-16,530250,685845,77.31,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-17,530250,685845,77.31,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-18,530250,685845,77.31,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-19,530250,685845,77.31,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-20,571550,685845,83.34,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-21,571550,685845,83.34,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-22,571550,685845,83.34,COVID19VaccDosesContingent,2021-06-23_00-00-00
AG,2021-06-23,579350,685845,84.47,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-01-29,1375,16128,8.53,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-01-30,1375,16128,8.53,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-01-31,1375,16128,8.53,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-01,1375,16128,8.53,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-02,1375,16128,8.53,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-03,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-04,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-05,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-06,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-07,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-08,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-09,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-10,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-11,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-12,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-13,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-14,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-15,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-16,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-17,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-18,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-19,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-20,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-21,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-22,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-23,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-24,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-25,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-26,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-27,1875,16128,11.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-02-28,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-01,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-02,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-03,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-04,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-05,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-06,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-07,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-08,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-09,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-10,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-11,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-12,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-13,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-14,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-15,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-16,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-17,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-18,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-19,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-20,2275,16128,14.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-21,2875,16128,17.83,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-22,2875,16128,17.83,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-23,2875,16128,17.83,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-24,3850,16128,23.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-25,3850,16128,23.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-26,3850,16128,23.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-27,3850,16128,23.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-28,3850,16128,23.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-29,3850,16128,23.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-30,3850,16128,23.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-03-31,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-01,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-02,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-03,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-04,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-05,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-06,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-07,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-08,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-09,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-10,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-11,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-12,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-13,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-14,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-15,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-16,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-17,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-18,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-19,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-20,4550,16128,28.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-21,6225,16128,38.6,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-22,6225,16128,38.6,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-23,6225,16128,38.6,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-24,6225,16128,38.6,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-25,6225,16128,38.6,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-26,6225,16128,38.6,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-27,6225,16128,38.6,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-28,6225,16128,38.6,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-29,6225,16128,38.6,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-04-30,6225,16128,38.6,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-01,6225,16128,38.6,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-02,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-03,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-04,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-05,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-06,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-07,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-08,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-09,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-10,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-11,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-12,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-13,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-14,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-15,7125,16128,44.18,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-16,8525,16128,52.86,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-17,8525,16128,52.86,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-18,8525,16128,52.86,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-19,9500,16128,58.9,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-20,9500,16128,58.9,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-21,9500,16128,58.9,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-22,9500,16128,58.9,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-23,9500,16128,58.9,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-24,9500,16128,58.9,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-25,9500,16128,58.9,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-26,9500,16128,58.9,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-27,9500,16128,58.9,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-28,9500,16128,58.9,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-29,9500,16128,58.9,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-30,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-05-31,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-01,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-02,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-03,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-04,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-05,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-06,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-07,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-08,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-09,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-10,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-11,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-12,11300,16128,70.06,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-13,12300,16128,76.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-14,12300,16128,76.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-15,12300,16128,76.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-16,12300,16128,76.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-17,12300,16128,76.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-18,12300,16128,76.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-19,12300,16128,76.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-20,13200,16128,81.85,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-21,13200,16128,81.85,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-22,13200,16128,81.85,COVID19VaccDosesContingent,2021-06-23_00-00-00
AI,2021-06-23,14175,16128,87.89,COVID19VaccDosesContingent,2021-06-23_00-00-00
AR,2021-01-29,4325,55445,7.8,COVID19VaccDosesContingent,2021-06-23_00-00-00
AR,2021-01-30,4325,55445,7.8,COVID19VaccDosesContingent,2021-06-23_00-00-00
AR,2021-01-31,4325,55445,7.8,COVID19VaccDosesContingent,2021-06-23_00-00-00
AR,2021-02-01,4325,55445,7.8,COVID19VaccDosesContingent,2021-06-23_00-00-00
