date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-02-08,AG,662,685845,24382,0.1,0.12,3.56,785.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-09,AG,1096,685845,25478,0.16,0.11,3.71,754.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-10,AG,1247,685845,26725,0.18,0.11,3.9,748.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-11,AG,1139,685845,27864,0.17,0.11,4.06,748.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-12,AG,1089,685845,28953,0.16,0.12,4.22,799,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-13,AG,9,685845,28962,0,0.12,4.22,786.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-14,AG,0,685845,28962,0,0.11,4.22,749.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-15,AG,1013,685845,29975,0.15,0.1,4.37,693.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-16,AG,1007,685845,30982,0.15,0.1,4.52,664.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-17,AG,990,685845,31972,0.14,0.12,4.66,839.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-18,AG,744,685845,32716,0.11,0.12,4.77,839.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-19,AG,890,685845,33606,0.13,0.12,4.9,834.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-20,AG,1232,685845,34838,0.18,0.13,5.08,873.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-21,AG,0,685845,34838,0,0.14,5.08,966.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-22,AG,976,685845,35814,0.14,0.16,5.22,1123.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-23,AG,1281,685845,37095,0.19,0.18,5.41,1246.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-24,AG,1641,685845,38736,0.24,0.18,5.65,1207.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-25,AG,1842,685845,40578,0.27,0.18,5.92,1207.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-26,AG,1752,685845,42330,0.26,0.19,6.17,1280.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-27,AG,958,685845,43288,0.14,0.19,6.31,1292.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-02-28,AG,1,685845,43289,0,0.19,6.31,1267.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-01,AG,1489,685845,44778,0.22,0.18,6.53,1222.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-02,AG,1363,685845,46141,0.2,0.18,6.73,1210.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-03,AG,1470,685845,47611,0.21,0.16,6.94,1114.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-04,AG,1524,685845,49135,0.22,0.16,7.16,1114.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-05,AG,1666,685845,50801,0.24,0.16,7.41,1131.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-06,AG,289,685845,51090,0.04,0.17,7.45,1211.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-07,AG,0,685845,51090,0,0.18,7.45,1270.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-08,AG,1609,685845,52699,0.23,0.18,7.68,1273.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-09,AG,1920,685845,54619,0.28,0.17,7.96,1209.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-10,AG,1886,685845,56505,0.27,0.18,8.24,1213.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-11,AG,1543,685845,58048,0.22,0.18,8.46,1213.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-12,AG,1219,685845,59267,0.18,0.16,8.64,1109.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-13,AG,318,685845,59585,0.05,0.14,8.69,958.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-14,AG,0,685845,59585,0,0.12,8.69,803,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-15,AG,882,685845,60467,0.13,0.11,8.82,737.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-16,AG,859,685845,61326,0.13,0.1,8.94,704.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-17,AG,800,685845,62126,0.12,0.11,9.06,720.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-18,AG,1087,685845,63213,0.16,0.11,9.22,720.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-19,AG,983,685845,64196,0.14,0.11,9.36,783.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-20,AG,434,685845,64630,0.06,0.13,9.42,925.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-21,AG,0,685845,64630,0,0.15,9.42,1015.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-22,AG,1323,685845,65953,0.19,0.15,9.62,1055.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-23,AG,1853,685845,67806,0.27,0.16,9.89,1113.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-24,AG,1429,685845,69235,0.21,0.16,10.09,1105.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-25,AG,1364,685845,70599,0.2,0.16,10.29,1105.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-26,AG,1394,685845,71993,0.2,0.17,10.5,1153.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-27,AG,375,685845,72368,0.05,0.17,10.55,1188.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-28,AG,0,685845,72368,0,0.18,10.55,1272.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-29,AG,1658,685845,74026,0.24,0.2,10.79,1355.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-30,AG,2097,685845,76123,0.31,0.18,11.1,1222.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-03-31,AG,2019,685845,78142,0.29,0.19,11.39,1337.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-01,AG,1948,685845,80090,0.28,0.19,11.68,1337.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-02,AG,460,685845,80550,0.07,0.17,11.74,1196.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-03,AG,1183,685845,81733,0.17,0.17,11.92,1177.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-04,AG,0,685845,81733,0,0.18,11.92,1209.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-05,AG,666,685845,82399,0.1,0.19,12.01,1323.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-06,AG,1964,685845,84363,0.29,0.24,12.3,1637.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-07,AG,2246,685845,86609,0.33,0.25,12.63,1686.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-08,AG,2745,685845,89354,0.4,0.25,13.03,1739.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-09,AG,2661,685845,92015,0.39,0.29,13.42,1999.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-10,AG,1525,685845,93540,0.22,0.31,13.64,2127.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-11,AG,370,685845,93910,0.05,0.33,13.69,2286.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-12,AG,2488,685845,96398,0.36,0.36,14.06,2476.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-13,AG,2858,685845,99256,0.42,0.37,14.47,2531.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-14,AG,3359,685845,102615,0.49,0.37,14.96,2523.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-15,AG,4076,685845,106691,0.59,0.39,15.56,2704.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-16,AG,3043,685845,109734,0.44,0.41,16,2814.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-17,AG,1470,685845,111204,0.21,0.42,16.21,2884.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-18,AG,1639,685845,112843,0.24,0.43,16.45,2985.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-19,AG,3254,685845,116097,0.47,0.44,16.93,3037.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-20,AG,3352,685845,119449,0.49,0.46,17.42,3161.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-21,AG,4066,685845,123515,0.59,0.46,18.01,3145.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-22,AG,4438,685845,127953,0.65,0.46,18.66,3144.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-23,AG,3910,685845,131863,0.57,0.44,19.23,3022.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-24,AG,1361,685845,133224,0.2,0.42,19.42,2873.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-25,AG,1632,685845,134856,0.24,0.39,19.66,2648.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-26,AG,2401,685845,137257,0.35,0.35,20.01,2376,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-27,AG,2308,685845,139565,0.34,0.33,20.35,2288.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-28,AG,2492,685845,142057,0.36,0.32,20.71,2195.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-29,AG,2528,685845,144585,0.37,0.32,21.08,2203.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-04-30,AG,3300,685845,147885,0.48,0.37,21.56,2511.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-01,AG,708,685845,148593,0.1,0.4,21.67,2753.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-02,AG,1688,685845,150281,0.25,0.43,21.91,2972.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-03,AG,4555,685845,154836,0.66,0.47,22.58,3197.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-04,AG,4004,685845,158840,0.58,0.47,23.16,3219.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-05,AG,4023,685845,162863,0.59,0.48,23.75,3295.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-06,AG,4102,685845,166965,0.6,0.47,24.34,3239.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-07,AG,3459,685845,170424,0.5,0.45,24.85,3067.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-08,AG,1236,685845,171660,0.18,0.43,25.03,2979.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-09,AG,1299,685845,172959,0.19,0.42,25.22,2918.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-10,AG,3347,685845,176306,0.49,0.37,25.71,2558.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-11,AG,3392,685845,179698,0.49,0.35,26.2,2420.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-12,AG,3597,685845,183295,0.52,0.37,26.73,2558.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-13,AG,1579,685845,184874,0.23,0.38,26.96,2614.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-14,AG,2492,685845,187366,0.36,0.36,27.32,2445.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-15,AG,2201,685845,189567,0.32,0.34,27.64,2358.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-16,AG,1693,685845,191260,0.25,0.34,27.89,2296,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-17,AG,2162,685845,193422,0.32,0.36,28.2,2495.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-18,AG,2785,685845,196207,0.41,0.38,28.61,2568,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-19,AG,3160,685845,199367,0.46,0.38,29.07,2581,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-20,AG,2976,685845,202343,0.43,0.35,29.5,2423,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-21,AG,2999,685845,205342,0.44,0.37,29.94,2503,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-22,AG,2292,685845,207634,0.33,0.37,30.27,2539.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-23,AG,587,685845,208221,0.09,0.39,30.36,2707,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-24,AG,2722,685845,210943,0.4,0.42,30.76,2900.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-25,AG,3042,685845,213985,0.44,0.44,31.2,3038.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-26,AG,4331,685845,218316,0.63,0.46,31.83,3172.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-27,AG,4333,685845,222649,0.63,0.49,32.46,3386.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-28,AG,3965,685845,226614,0.58,0.51,33.04,3510.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-29,AG,3225,685845,229839,0.47,0.53,33.51,3611.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-30,AG,2085,685845,231924,0.3,0.52,33.82,3569.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-05-31,AG,3590,685845,235514,0.52,0.52,34.34,3587.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-01,AG,3754,685845,239268,0.55,0.52,34.89,3584.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-02,AG,4033,685845,243301,0.59,0.53,35.47,3633.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-03,AG,4462,685845,247763,0.65,0.53,36.13,3628,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-04,AG,3940,685845,251703,0.57,0.55,36.7,3744.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-05,AG,3568,685845,255271,0.52,0.57,37.22,3891.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-06,AG,2049,685845,257320,0.3,0.59,37.52,4044.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-07,AG,4404,685845,261724,0.64,0.62,38.16,4269.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-08,AG,4785,685845,266509,0.7,0.65,38.86,4453.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-09,AG,5103,685845,271612,0.74,0.64,39.6,4418.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-10,AG,6036,685845,277648,0.88,0.64,40.48,4378.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-11,AG,5229,685845,282877,0.76,0.65,41.25,4437.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-12,AG,3324,685845,286201,0.48,0.64,41.73,4385.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-13,AG,1771,685845,287972,0.26,0.63,41.99,4309.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-14,AG,4812,685845,292784,0.7,0.6,42.69,4094.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-15,AG,4421,685845,297205,0.64,0.57,43.33,3906.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-16,AG,4571,685845,301776,0.67,0.54,44,3702.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-17,AG,4535,685845,306311,0.66,0.53,44.66,3624.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-18,AG,3909,685845,310220,0.57,0.48,45.23,3299.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-19,AG,1897,685845,312117,0.28,0.44,45.51,3023,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-20,AG,1227,685845,313344,0.18,0.39,45.69,2696.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-21,AG,2537,685845,315881,0.37,NA,46.06,NA,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-22,AG,2485,685845,318366,0.36,NA,46.42,NA,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-06-23,AG,2283,685845,320649,0.33,NA,46.75,NA,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2020-12-22,AI,0,16128,0,0,NA,0,NA,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2020-12-23,AI,14,16128,14,0.09,NA,0.09,NA,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2020-12-24,AI,31,16128,45,0.19,NA,0.28,NA,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2020-12-25,AI,0,16128,45,0,0.04,0.28,6.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2020-12-26,AI,0,16128,45,0,0.04,0.28,6.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2020-12-27,AI,0,16128,45,0,0.03,0.28,4.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2020-12-28,AI,0,16128,45,0,0,0.28,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2020-12-29,AI,0,16128,45,0,0,0.28,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2020-12-30,AI,0,16128,45,0,0,0.28,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2020-12-31,AI,0,16128,45,0,0,0.28,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-01-01,AI,0,16128,45,0,0.02,0.28,2.86,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-01-02,AI,0,16128,45,0,0.18,0.28,29.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-01-03,AI,0,16128,45,0,0.24,0.28,39.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-01-04,AI,20,16128,65,0.12,0.28,0.4,44.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-01-05,AI,187,16128,252,1.16,0.31,1.56,50.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-01-06,AI,70,16128,322,0.43,0.31,2,50.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-01-07,AI,36,16128,358,0.22,0.31,2.22,50.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-01-08,AI,39,16128,397,0.24,0.33,2.46,53.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
2021-01-09,AI,0,16128,397,0,0.24,2.46,39.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed
